name,country,latitude,longitude,timezone,population,region
Calandula,AO,-9.08981,15.95382,Africa/Luanda,9000,12
Cacuso,AO,-9.42102,15.74668,Africa/Luanda,39302,12
Cacongo,AO,-5.23333,12.13333,Africa/Luanda,15000,03
Cabinda,AO,-5.56198,12.19476,Africa/Luanda,550000,03
Buco Zau,AO,-4.76667,12.55,Africa/Luanda,40953,03
Belize,AO,-4.65,12.76667,Africa/Luanda,24430,03
Barra do Dande,AO,-8.47175,13.37011,Africa/Luanda,75000,19
Banza Damba,AO,-6.88831,15.01522,Africa/Luanda,12000,15
Bailundo,AO,-9.57499,15.99442,Africa/Luanda,70481,12
Ambriz,AO,-7.86232,13.11935,Africa/Luanda,11640,19
Gama,AO,-8.5675,13.47639,Africa/Luanda,66202,19
Buco,AO,-9.55833,16.14639,Africa/Luanda,13217,12
Xangongo,AO,-16.7444,14.97494,Africa/Luanda,35000,07
Alto Hama,AO,-12.23333,15.55,Africa/Luanda,17000,08
Uacu Cungo,AO,-11.35669,15.11719,Africa/Luanda,10970,06
Virei,AO,-15.727,12.94961,Africa/Luanda,42607,13
Ucuma,AO,-12.96121,15.05958,Africa/Luanda,21809,08
Ucu Seles,AO,-11.41237,14.30663,Africa/Luanda,47421,06
Tômbua,AO,-15.80394,11.84485,Africa/Luanda,46573,13
Sumbe,AO,-11.20605,13.84371,Africa/Luanda,205832,06
Quipungo,AO,-14.81909,14.53504,Africa/Luanda,23014,09
Quilenda,AO,-11.46667,14.13333,Africa/Luanda,13726,06
Quibala,AO,-10.73366,14.97995,Africa/Luanda,27128,06
Porto Amboim,AO,-10.73251,13.76844,Africa/Luanda,91605,06
Ondjiva,AO,-17.06667,15.73333,Africa/Luanda,121537,07
Nharêa,AO,-11.47512,16.96496,Africa/Luanda,18000,02
Mossamedes,AO,-15.19611,12.15222,Africa/Luanda,255000,13
Mungo,AO,-11.83268,16.23613,Africa/Luanda,21662,08
Menongue,AO,-14.6585,17.69099,Africa/Luanda,251178,04
Matala,AO,-14.73272,15.03479,Africa/Luanda,78000,09
Luquembo,AO,-10.73912,17.71766,Africa/Luanda,69420,12
Luena,AO,-11.78333,19.91667,Africa/Luanda,273675,14
Lubango,AO,-14.91717,13.4925,Africa/Luanda,600751,09
Longonjo,AO,-12.90795,15.24845,Africa/Luanda,23000,08
Londuimbali,AO,-12.23712,15.31697,Africa/Luanda,17000,08
Lobito,AO,-12.3644,13.53601,Africa/Luanda,357950,01
Cuíto,AO,-12.38333,16.93333,Africa/Luanda,355423,02
Catchiungo,AO,-12.56598,16.22589,Africa/Luanda,26974,08
Huambo,AO,-12.77611,15.73917,Africa/Luanda,595304,08
Ganda,AO,-13.01592,14.63502,Africa/Luanda,65000,01
Gabela,AO,-10.85147,14.37993,Africa/Luanda,116903,06
Ecunna,AO,-12.67889,15.50556,Africa/Luanda,13997,08
Ebo,AO,-11.05,14.71667,Africa/Luanda,10000,06
Dombe Grande,AO,-12.95167,13.1025,Africa/Luanda,25000,01
Dala,AO,-13.78333,16.71667,Africa/Luanda,7514,02
Cunhinga,AO,-12.23333,16.78333,Africa/Luanda,11812,02
Cuemba,AO,-12.15,18.08333,Africa/Luanda,19995,02
Cuchi,AO,-14.64978,16.89929,Africa/Luanda,15000,04
Cubal,AO,-13.03865,14.2455,Africa/Luanda,90367,01
Conda,AO,-11.10862,14.33621,Africa/Luanda,21260,06
Chongoroi,AO,-13.57418,13.94062,Africa/Luanda,12000,01
Chitembo,AO,-13.55,16.63333,Africa/Luanda,25000,02
Chissamba,AO,-12.16667,17.33333,Africa/Luanda,7677,02
Chipindo,AO,-13.81419,15.79041,Africa/Luanda,10000,09
Chinguar,AO,-12.55708,16.33805,Africa/Luanda,26811,02
Chicomba,AO,-14.13333,14.91667,Africa/Luanda,9428,09
Chibia,AO,-15.18315,13.69909,Africa/Luanda,10000,09
Cela,AO,-11.42173,15.12345,Africa/Luanda,90000,06
Catumbela,AO,-12.43002,13.54677,Africa/Luanda,95034,01
Catabola,AO,-12.15,17.28333,Africa/Luanda,28831,02
Capunda,AO,-11.13333,14.46667,Africa/Luanda,21260,06
Camucuio,AO,-14.11667,13.25,Africa/Luanda,66112,13
Cambundi Catembo,AO,-10.07531,17.55058,Africa/Luanda,17212,12
Camacupa,AO,-12.01667,17.48333,Africa/Luanda,59000,02
Caluquembe,AO,-13.86667,14.43333,Africa/Luanda,31000,09
Calulo,AO,-10.00055,14.89519,Africa/Luanda,44000,06
Calucinga,AO,-11.32281,16.19588,Africa/Luanda,15000,02
Calandula,AO,-13.46667,19.61667,Africa/Luanda,9000,14
Calai,AO,-17.88896,19.7706,Africa/Luanda,8741,04
Caimbambo,AO,-13.02172,14.00283,Africa/Luanda,14544,01
Cahama,AO,-16.28556,14.30962,Africa/Luanda,12767,07
Caconda,AO,-13.73564,15.0618,Africa/Luanda,15000,09
Cacolo,AO,-10.14503,19.26598,Africa/Luanda,13498,18
Caála,AO,-12.8525,15.56056,Africa/Luanda,130000,08
Bocoio,AO,-12.47017,14.13688,Africa/Luanda,35000,01
Bibala,AO,-14.7665,13.34912,Africa/Luanda,10500,13
Benguela,AO,-12.57674,13.40268,Africa/Luanda,555124,01
Balombo,AO,-12.35426,14.77232,Africa/Luanda,36361,01
Baía Farta,AO,-12.60417,13.19667,Africa/Luanda,45000,01
Andulo,AO,-11.48676,16.69663,Africa/Luanda,50000,02
Cambundi,AO,-7.46856,17.03769,Africa/Luanda,17212,12
Cafunfo,AO,-8.7672,17.99572,Africa/Luanda,90000,17
Santa Clara,AO,-10.19156,15.43408,Africa/Luanda,29000,06
Quissecula,AO,-11.39223,15.09201,Africa/Luanda,90000,06
Cambundi,AO,-10.89481,17.76402,Africa/Luanda,17212,12
Praia Bebe,AO,-12.40959,13.50349,Africa/Luanda,9082,01
Chela,AO,-12.30261,15.43358,Africa/Luanda,5811,08
Camboio,AO,-12.92651,14.09888,Africa/Luanda,14544,01
Calonamba,AO,-13.77395,15.09111,Africa/Luanda,15000,09
Zárate,AR,-34.09584,-59.02423,America/Argentina/Buenos_Aires,99061,01
Colonia Wanda,AR,-25.97337,-54.56304,America/Argentina/Cordoba,15529,14
Villa Ortúzar,AR,-34.57973,-58.46829,America/Argentina/Buenos_Aires,22500,07
Villa Ocampo,AR,-28.48689,-59.35423,America/Argentina/Cordoba,19101,21
María Grande,AR,-31.66503,-59.89969,America/Argentina/Cordoba,7101,08
Villa Lugano,AR,-34.67907,-58.47263,America/Argentina/Buenos_Aires,114000,07
Villa Hernandarias,AR,-31.23097,-59.98464,America/Argentina/Cordoba,5375,08
Villaguay,AR,-31.86767,-59.02701,America/Argentina/Cordoba,32027,08
Villa Gesell,AR,-37.26394,-56.97304,America/Argentina/Buenos_Aires,23257,01
Villa Elisa,AR,-32.1632,-58.40082,America/Argentina/Cordoba,9334,08
Villa de Mayo,AR,-34.5108,-58.68059,America/Argentina/Buenos_Aires,43405,01
Veinticinco de Mayo,AR,-27.37796,-54.74505,America/Argentina/Cordoba,11928,14
Urdinarrain,AR,-32.69104,-58.88842,America/Argentina/Cordoba,7992,08
Tortuguitas,AR,-34.47513,-58.75367,America/Argentina/Buenos_Aires,41390,01
Tigre,AR,-34.42603,-58.57962,America/Argentina/Buenos_Aires,31106,01
Tandil,AR,-37.3287,-59.1369,America/Argentina/Buenos_Aires,115877,01
San Vicente,AR,-26.61667,-54.13333,America/Argentina/Cordoba,38247,14
Santo Tomé,AR,-28.55104,-56.04125,America/Argentina/Cordoba,22634,06
Santos Lugares,AR,-34.60306,-58.54074,America/Argentina/Buenos_Aires,37267,01
Santo Pipó,AR,-27.14147,-55.40945,America/Argentina/Cordoba,5447,14
Santa Rosa,AR,-28.26572,-58.12053,America/Argentina/Cordoba,8330,06
Santa Lucía,AR,-28.98984,-59.10076,America/Argentina/Cordoba,14056,06
Santa Elena,AR,-30.94432,-59.78832,America/Argentina/Cordoba,18410,08
San Salvador,AR,-31.62494,-58.50517,America/Argentina/Cordoba,11626,08
San Pedro,AR,-33.67918,-59.66633,America/Argentina/Buenos_Aires,47452,01
San Pedro,AR,-26.6218,-54.10902,America/Argentina/Cordoba,23736,14
San Miguel,AR,-27.99833,-57.58735,America/Argentina/Cordoba,7396,06
San Luis del Palmar,AR,-27.50766,-58.55625,America/Argentina/Cordoba,15347,06
San Lorenzo,AR,-28.13442,-58.76685,America/Argentina/Cordoba,47626,06
San José de Feliciano,AR,-30.38546,-58.75025,America/Argentina/Cordoba,11137,08
San José,AR,-27.76916,-55.78033,America/Argentina/Cordoba,6452,14
San Javier,AR,-30.57781,-59.9317,America/Argentina/Cordoba,15606,21
San Isidro,AR,-34.46971,-58.52111,America/Argentina/Buenos_Aires,45190,01
San Clemente del Tuyú,AR,-36.35419,-56.72568,America/Argentina/Buenos_Aires,11174,01
San Antonio de Padua,AR,-34.66267,-58.69819,America/Argentina/Buenos_Aires,37745,01
Saladas,AR,-28.25504,-58.62386,America/Argentina/Cordoba,18349,06
Rosario del Tala,AR,-32.30073,-59.13928,America/Argentina/Cordoba,13807,08
Retiro,AR,-34.58333,-58.38333,America/Argentina/Buenos_Aires,38635,07
Resistencia,AR,-27.46363,-58.98665,America/Argentina/Cordoba,290793,03
Reconquista,AR,-29.15,-59.65,America/Argentina/Cordoba,90184,21
Quilmes,AR,-34.72065,-58.25454,America/Argentina/Buenos_Aires,262379,01
Puerto Vilelas,AR,-27.51083,-58.94179,America/Argentina/Cordoba,8455,03
Puerto Tirol,AR,-27.37382,-59.08927,America/Argentina/Cordoba,9767,03
Puerto Rico,AR,-26.8089,-55.02147,America/Argentina/Cordoba,17491,14
Puerto Piray,AR,-26.46937,-54.70736,America/Argentina/Cordoba,8557,14
Puerto Libertad,AR,-25.91958,-54.58229,America/Argentina/Cordoba,6143,14
Puerto Iguazú,AR,-25.59912,-54.57355,America/Argentina/Cordoba,32038,14
Puerto Esperanza,AR,-26.02267,-54.61356,America/Argentina/Cordoba,15579,14
Puerto Eldorado,AR,-26.40843,-54.69463,America/Argentina/Cordoba,54189,14
Presidencia de la Plaza,AR,-27.00213,-59.84476,America/Argentina/Cordoba,12231,03
Posadas,AR,-27.39184,-55.92379,America/Argentina/Cordoba,305874,14
Pontevedra,AR,-34.74947,-58.70158,America/Argentina/Buenos_Aires,33515,01
Pirané,AR,-25.73271,-59.10989,America/Argentina/Cordoba,19124,09
Pilar,AR,-34.45867,-58.91398,America/Argentina/Buenos_Aires,81120,01
Perugorría,AR,-29.34077,-58.60826,America/Argentina/Cordoba,5685,06
Paso de los Libres,AR,-29.71251,-57.08771,America/Argentina/Cordoba,43805,06
Paso de la Patria,AR,-27.31738,-58.57264,America/Argentina/Cordoba,5818,06
Panambí,AR,-27.72199,-54.91486,America/Argentina/Cordoba,5970,14
Pampa del Indio,AR,-26.04982,-59.93728,America/Argentina/Cordoba,11588,03
Palo Santo,AR,-25.56461,-59.3378,America/Argentina/Cordoba,5324,09
Oberá,AR,-27.48683,-55.11994,America/Argentina/Cordoba,56528,14
Nuestra Señora del Rosario de Caá Catí,AR,-27.75215,-57.622,America/Argentina/Cordoba,7573,06
Necochea,AR,-38.5545,-58.73961,America/Argentina/Buenos_Aires,73557,01
Muñiz,AR,-34.55622,-58.70739,America/Argentina/Buenos_Aires,26844,01
Morón,AR,-34.65118,-58.62205,America/Argentina/Buenos_Aires,99066,01
Monte Caseros,AR,-30.2518,-57.63537,America/Argentina/Cordoba,24671,06
Montecarlo,AR,-26.56849,-54.7579,America/Argentina/Cordoba,22229,14
Mocoretá,AR,-30.61798,-57.96705,America/Argentina/Cordoba,6088,06
Merlo,AR,-34.66536,-58.72744,America/Argentina/Buenos_Aires,268961,01
Mercedes,AR,-34.65072,-59.43143,America/Argentina/Buenos_Aires,63284,01
Mercedes,AR,-29.18416,-58.07519,America/Argentina/Cordoba,30649,06
Mburucuyá,AR,-28.04532,-58.22835,America/Argentina/Cordoba,9012,06
Haedo,AR,-34.64239,-58.59212,America/Argentina/Buenos_Aires,37745,01
Margarita Belén,AR,-27.25902,-58.97157,America/Argentina/Cordoba,5547,03
Mar del Plata,AR,-38.00042,-57.5562,America/Argentina/Buenos_Aires,593337,01
Malabrigo,AR,-29.34867,-59.97008,America/Argentina/Cordoba,7026,21
Maciá,AR,-32.17254,-59.4006,America/Argentina/Cordoba,5806,08
Luján,AR,-34.5664,-59.11478,America/Argentina/Buenos_Aires,97363,01
Los Polvorines,AR,-34.50316,-58.70596,America/Argentina/Buenos_Aires,53354,01
Las Toscas,AR,-28.35503,-59.25915,America/Argentina/Cordoba,11811,21
Larroque,AR,-33.03511,-58.99982,America/Argentina/Cordoba,6200,08
La Plata,AR,-34.92126,-57.95442,America/Argentina/Buenos_Aires,195443,01
La Paz,AR,-30.74179,-59.64517,America/Argentina/Cordoba,24716,08
La Leonesa,AR,-27.03751,-58.70498,America/Argentina/Cordoba,10067,03
La Cruz,AR,-29.17625,-56.64262,America/Argentina/Cordoba,8591,06
Jardín América,AR,-27.04346,-55.22698,America/Argentina/Cordoba,24905,14
Ituzaingó,AR,-27.58504,-56.68707,America/Argentina/Cordoba,168419,06
Itatí,AR,-27.26915,-58.24249,America/Argentina/Cordoba,7902,06
Ibarreta,AR,-25.2144,-59.8582,America/Argentina/Cordoba,8687,09
Hurlingham,AR,-34.5904,-58.62904,America/Argentina/Buenos_Aires,60000,01
Gualeguaychú,AR,-33.00777,-58.51836,America/Argentina/Cordoba,78676,08
Gualeguay,AR,-33.14091,-59.31257,America/Argentina/Cordoba,33120,08
Goya,AR,-29.13995,-59.26343,America/Argentina/Cordoba,70245,06
Gobernador Roca,AR,-27.19057,-55.46927,America/Argentina/Cordoba,6315,14
Gobernador Virasora,AR,-28.05,-56.03333,America/Argentina/Cordoba,28756,06
General Pacheco,AR,-34.45256,-58.64312,America/Argentina/Buenos_Aires,43287,01
General José de San Martín,AR,-26.53643,-59.34138,America/Argentina/Cordoba,31758,03
Garupá,AR,-27.48315,-55.82924,America/Argentina/Cordoba,28814,14
Garuhapé,AR,-26.82116,-54.95774,America/Argentina/Cordoba,8259,14
Formosa,AR,-26.18489,-58.17313,America/Argentina/Cordoba,222226,09
Fontana,AR,-27.42039,-59.03731,America/Argentina/Cordoba,26745,03
Federal,AR,-30.95619,-58.7797,America/Argentina/Cordoba,16333,08
Federación,AR,-30.99114,-57.91789,America/Argentina/Cordoba,13789,08
Esquina,AR,-30.01476,-59.5289,America/Argentina/Cordoba,26399,06
El Soberbio,AR,-27.29662,-54.19811,America/Argentina/Cordoba,19571,14
El Palomar,AR,-34.61771,-58.60153,America/Argentina/Buenos_Aires,59031,01
El Colorado,AR,-26.30896,-59.37226,America/Argentina/Cordoba,12780,09
El Alcázar,AR,-26.71377,-54.81482,America/Argentina/Cordoba,5127,14
Dos de Mayo,AR,-27.01998,-54.68462,America/Argentina/Cordoba,14544,14
Don Torcuato,AR,-34.49459,-58.62729,America/Argentina/Buenos_Aires,71356,01
Dolores,AR,-36.31539,-57.67546,America/Argentina/Buenos_Aires,25190,01
Curuzú Cuatiá,AR,-29.79145,-58.0499,America/Argentina/Cordoba,36390,06
Corrientes,AR,-27.46784,-58.8344,America/Argentina/Cordoba,346334,06
Concordia,AR,-31.39195,-58.01706,America/Argentina/Cordoba,145210,08
Concepción del Uruguay,AR,-32.48463,-58.23217,America/Argentina/Cordoba,67895,08
Concepción de la Sierra,AR,-27.98225,-55.5208,America/Argentina/Cordoba,7398,14
Comandante Fontana,AR,-25.3354,-59.6825,America/Argentina/Cordoba,5655,09
Colonia Aurora,AR,-27.4737,-54.52416,America/Argentina/Cordoba,8407,14
Colegiales,AR,-34.57365,-58.44924,America/Argentina/Buenos_Aires,57000,07
Clorinda,AR,-25.28627,-57.72168,America/Argentina/Cordoba,15000,09
Chajarí,AR,-30.75482,-57.98196,America/Argentina/Cordoba,30655,08
Cerro Azul,AR,-27.63363,-55.49746,America/Argentina/Cordoba,5323,14
Castelar,AR,-34.65142,-58.64074,America/Argentina/Buenos_Aires,107786,01
Capioví,AR,-26.92936,-55.05773,America/Argentina/Cordoba,5860,14
Candelaria,AR,-27.4617,-55.7449,America/Argentina/Cordoba,11039,14
Campo Viera,AR,-27.33271,-55.05651,America/Argentina/Cordoba,9228,14
Campo Ramón,AR,-27.4549,-55.02122,America/Argentina/Cordoba,10088,14
Campo Grande,AR,-27.2077,-54.97977,America/Argentina/Cordoba,12040,14
Campana,AR,-34.16327,-58.95919,America/Argentina/Buenos_Aires,86860,01
Buenos Aires,AR,-34.61315,-58.37723,America/Argentina/Buenos_Aires,2891082,07
Bovril,AR,-31.34358,-59.44652,America/Argentina/Cordoba,7977,08
Boedo,AR,-34.63333,-58.41667,America/Argentina/Buenos_Aires,48231,07
Bernardo de Irigoyen,AR,-26.25543,-53.64682,America/Argentina/Cordoba,10889,14
Berazategui,AR,-34.76531,-58.21278,America/Argentina/Buenos_Aires,180523,01
Bella Vista,AR,-34.5651,-58.69034,America/Argentina/Buenos_Aires,79737,01
Belgrano,AR,-34.5627,-58.45829,America/Argentina/Buenos_Aires,138942,07
Barranqueras,AR,-27.48132,-58.93925,America/Argentina/Cordoba,50823,03
Barracas,AR,-34.64966,-58.38341,America/Argentina/Buenos_Aires,77474,07
Balcarce,AR,-37.84638,-58.25549,America/Argentina/Buenos_Aires,38823,01
Azul,AR,-36.77803,-59.85848,America/Argentina/Buenos_Aires,53941,01
Avellaneda,AR,-29.11761,-59.65834,America/Argentina/Cordoba,23341,21
Aristóbulo del Valle,AR,-27.09571,-54.89344,America/Argentina/Cordoba,20683,14
Alvear,AR,-29.09689,-56.55038,America/Argentina/Cordoba,7917,06
Alba Posse,AR,-27.56942,-54.68383,America/Argentina/Cordoba,6652,14
Zapala,AR,-38.90056,-70.06674,America/Argentina/Salta,31534,15
Yuto,AR,-23.64281,-64.47162,America/Argentina/Jujuy,7732,10
Yerba Buena,AR,-26.81298,-65.29543,America/Argentina/Tucuman,50783,24
Yacimientos Río Turbio,AR,-51.53642,-72.33786,America/Argentina/Rio_Gallegos,6650,20
Villa Regina,AR,-39.09631,-67.08374,America/Argentina/Salta,31209,16
Villa Paula de Sarmiento,AR,-31.4933,-68.53838,America/Argentina/San_Juan,19092,18
Villa Ojo de Agua,AR,-29.50281,-63.69497,America/Argentina/Cordoba,5832,22
Villa Nueva,AR,-32.43289,-63.24811,America/Argentina/Cordoba,16841,05
Villa María,AR,-32.40751,-63.24016,America/Argentina/Cordoba,92453,05
Villa La Angostura,AR,-40.76173,-71.64631,America/Argentina/Salta,7526,15
Villa Huidobro,AR,-34.83826,-64.58686,America/Argentina/Cordoba,5155,05
Villa General Belgrano,AR,-31.97828,-64.55627,America/Argentina/Cordoba,5888,05
Villa Dolores,AR,-31.94504,-65.19025,America/Argentina/Cordoba,28009,05
Villa de Soto,AR,-30.85524,-64.98496,America/Argentina/Cordoba,7303,05
Villa del Totoral,AR,-30.81667,-63.71667,America/Argentina/Cordoba,7110,05
Villa Constitución,AR,-33.22778,-60.3297,America/Argentina/Cordoba,44271,21
Chañar Ladeado,AR,-33.32524,-62.03831,America/Argentina/Cordoba,5639,21
Villa Carlos Paz,AR,-31.4183,-64.49008,America/Argentina/Cordoba,69451,05
Villa Cañás,AR,-34.00565,-61.60757,America/Argentina/Cordoba,9328,21
Villa Berthet,AR,-27.28567,-60.41579,America/Argentina/Cordoba,12029,03
Villa Ángela,AR,-27.57679,-60.71114,America/Argentina/Cordoba,43511,03
Villa Allende,AR,-31.29368,-64.2977,America/Argentina/Cordoba,21683,05
Viedma,AR,-40.81519,-63.0004,America/Argentina/Salta,48940,16
Vicuña Mackenna,AR,-33.91823,-64.39066,America/Argentina/Cordoba,8994,05
Victorica,AR,-36.21654,-65.43709,America/Argentina/Salta,6565,11
Victoria,AR,-32.61841,-60.15478,America/Argentina/Cordoba,25139,08
Viale,AR,-31.86819,-60.00755,America/Argentina/Cordoba,8939,08
Vera,AR,-29.4593,-60.21261,America/Argentina/Cordoba,19797,21
Venado Tuerto,AR,-33.74556,-61.96885,America/Argentina/Cordoba,72340,21
Veinticinco de Mayo,AR,-37.77491,-67.71354,America/Argentina/Salta,6962,11
Veinticinco de Mayo,AR,-35.43247,-60.17156,America/Argentina/Buenos_Aires,24668,01
Valle Hermoso,AR,-31.11205,-64.48114,America/Argentina/Cordoba,5486,05
Ushuaia,AR,-54.81084,-68.31591,America/Argentina/Ushuaia,56825,23
Unquillo,AR,-31.23717,-64.31176,America/Argentina/Cordoba,15369,05
Trevelin,AR,-43.0858,-71.46386,America/Argentina/Catamarca,6395,04
Tres Isletas,AR,-26.34067,-60.43207,America/Argentina/Cordoba,24747,03
Tres Arroyos,AR,-38.37694,-60.27563,America/Argentina/Buenos_Aires,47136,01
Trelew,AR,-43.24895,-65.30505,America/Argentina/Catamarca,97915,04
Trancas,AR,-26.23136,-65.28093,America/Argentina/Tucuman,6658,24
Totoras,AR,-32.5844,-61.16852,America/Argentina/Cordoba,9587,21
Tostado,AR,-29.23202,-61.76917,America/Argentina/Cordoba,14000,21
Tinogasta,AR,-28.06556,-67.56437,America/Argentina/Catamarca,14509,02
Tilisarao,AR,-32.73125,-65.29138,America/Argentina/San_Luis,5478,19
Tilcara,AR,-23.57817,-65.39516,America/Argentina/Jujuy,5640,10
Termas de Río Hondo,AR,-27.49362,-64.85972,America/Argentina/Cordoba,27838,22
Tartagal,AR,-22.51682,-63.8056,America/Argentina/Salta,60819,17
Tancacha,AR,-32.23751,-63.97983,America/Argentina/Cordoba,5184,05
Tafí Viejo,AR,-26.7333,-65.26146,America/Argentina/Tucuman,48459,24
Taco Pozo,AR,-25.61557,-63.26708,America/Argentina/Cordoba,8470,03
Suncho Corral,AR,-27.93195,-63.43021,America/Argentina/Cordoba,6087,22
Sunchales,AR,-30.94404,-61.56148,America/Argentina/Cordoba,18757,21
Simoca,AR,-27.2629,-65.35792,America/Argentina/Tucuman,7939,24
Sierra Grande,AR,-41.60546,-65.35702,America/Argentina/Salta,6978,16
Senillosa,AR,-39.01412,-68.43281,America/Argentina/Salta,6394,15
Sastre,AR,-31.76762,-61.82887,America/Argentina/Cordoba,5521,21
Sarmiento,AR,-45.58687,-69.06894,America/Argentina/Catamarca,8292,04
Santo Tomé,AR,-31.66274,-60.7653,America/Argentina/Cordoba,59072,21
Santiago del Estero,AR,-27.80047,-64.26285,America/Argentina/Cordoba,252192,22
Santa Sylvina,AR,-27.83154,-61.13601,America/Argentina/Cordoba,9040,03
Santa Rosa de Río Primero,AR,-31.15353,-63.39938,America/Argentina/Cordoba,6788,05
Santa Rosa de Calamuchita,AR,-32.06439,-64.53961,America/Argentina/Cordoba,9504,05
Santa Rosa,AR,-36.61617,-64.28991,America/Argentina/Salta,102860,11
Santa Lucía,AR,-31.54055,-68.49794,America/Argentina/San_Juan,43565,18
Santa Fe,AR,-31.64881,-60.70868,America/Argentina/Cordoba,391164,21
San Salvador de Jujuy,AR,-24.1928,-65.29342,America/Argentina/Jujuy,257970,10
San Ramón de la Nueva Orán,AR,-23.13705,-64.32426,America/Argentina/Salta,74059,17
San Rafael,AR,-34.61531,-68.33238,America/Argentina/Mendoza,118009,13
San Pedro de Jujuy,AR,-24.23127,-64.86614,America/Argentina/Jujuy,58430,10
San Nicolás de los Arroyos,AR,-33.33425,-60.2108,America/Argentina/Buenos_Aires,134217,01
San Miguel de Tucumán,AR,-26.81601,-65.21051,America/Argentina/Tucuman,548866,24
San Martín de los Andes,AR,-40.15789,-71.35337,America/Argentina/Salta,23519,15
San Martín,AR,-33.08338,-68.47312,America/Argentina/Mendoza,82549,13
Villa General San Martín,AR,-31.43963,-68.5205,America/Argentina/San_Juan,10140,18
San Luis,AR,-33.2914,-66.32467,America/Argentina/San_Luis,169947,19
San Justo,AR,-30.78913,-60.59189,America/Argentina/Cordoba,21809,21
San Juan,AR,-31.53726,-68.52568,America/Argentina/San_Juan,109123,18
San José de Jáchal,AR,-30.24162,-68.74662,America/Argentina/San_Juan,21018,18
San Jorge,AR,-31.89618,-61.85984,America/Argentina/Cordoba,16873,21
San Francisco,AR,-31.42497,-62.08404,America/Argentina/Cordoba,59062,05
Catamarca,AR,-28.46957,-65.78524,America/Argentina/Catamarca,159139,02
San Cristóbal,AR,-30.31053,-61.23724,America/Argentina/Cordoba,14286,21
San Carlos Centro,AR,-31.72864,-61.09192,America/Argentina/Cordoba,10465,21
San Bernardo,AR,-27.28672,-60.71293,America/Argentina/Cordoba,11101,03
San Benito,AR,-31.78283,-60.43949,America/Argentina/Cordoba,6771,08
San Antonio Oeste,AR,-40.73193,-64.94769,America/Argentina/Salta,16966,16
Villa San Agustín,AR,-30.63464,-67.4679,America/Argentina/San_Juan,6864,18
Sampacho,AR,-33.38452,-64.72274,America/Argentina/Cordoba,7238,05
Salta,AR,-24.80645,-65.41999,America/Argentina/Salta,520683,17
Salsipuedes,AR,-31.13789,-64.29277,America/Argentina/Cordoba,6411,05
Rufino,AR,-34.26827,-62.71262,America/Argentina/Cordoba,18361,21
Rosario,AR,-32.94682,-60.63932,America/Argentina/Cordoba,948312,21
Roldán,AR,-32.89846,-60.90681,America/Argentina/Cordoba,12468,21
Río Tercero,AR,-32.17675,-64.11295,America/Argentina/Cordoba,53389,05
Río Segundo,AR,-31.6501,-63.91165,America/Argentina/Cordoba,18155,05
Río Primero,AR,-31.3339,-63.61856,America/Argentina/Cordoba,7389,05
Río Grande,AR,-53.78773,-67.70975,America/Argentina/Ushuaia,52681,23
Río Gallegos,AR,-51.6253,-69.25229,America/Argentina/Rio_Gallegos,95796,20
Río Cuarto,AR,-33.13044,-64.35272,America/Argentina/Cordoba,157010,05
Río Ceballos,AR,-31.1697,-64.3175,America/Argentina/Cordoba,16632,05
Recreo,AR,-31.49076,-60.73299,America/Argentina/Cordoba,12798,21
Recreo,AR,-29.28184,-65.06096,America/Argentina/Catamarca,14204,02
Realicó,AR,-35.03821,-64.24631,America/Argentina/Salta,7151,11
Rawson,AR,-43.30031,-65.10564,America/Argentina/Catamarca,26335,04
Rafaela,AR,-31.25033,-61.4867,America/Argentina/Cordoba,88713,21
Rada Tilly,AR,-45.92462,-67.55424,America/Argentina/Catamarca,6208,04
Quitilipi,AR,-26.8708,-60.21537,America/Argentina/Cordoba,32083,03
Quimilí,AR,-27.64615,-62.41655,America/Argentina/Cordoba,10959,22
Punta Alta,AR,-38.8805,-62.07503,America/Argentina/Buenos_Aires,57209,01
Puerto San Julián,AR,-49.30696,-67.7298,America/Argentina/Rio_Gallegos,6143,20
Puerto Madryn,AR,-42.76848,-65.03827,America/Argentina/Catamarca,64555,04
Puerto Deseado,AR,-47.75131,-65.89674,America/Argentina/Rio_Gallegos,10237,20
Presidencia Roque Sáenz Peña,AR,-26.79095,-60.44132,America/Argentina/Cordoba,81879,03
Pozo del Molle,AR,-32.02127,-62.91931,America/Argentina/Cordoba,5429,05
Pocito,AR,-31.68333,-68.58333,America/Argentina/San_Juan,40969,18
Plottier,AR,-38.96667,-68.23333,America/Argentina/Salta,25186,15
Plaza Huincul,AR,-38.93012,-69.20778,America/Argentina/Salta,12273,15
Pilar,AR,-31.68129,-63.8824,America/Argentina/Cordoba,12488,05
Pico Truncado,AR,-46.79942,-67.95785,America/Argentina/Rio_Gallegos,14985,20
Pergamino,AR,-33.89101,-60.57462,America/Argentina/Buenos_Aires,91399,01
Pérez,AR,-32.99835,-60.76791,America/Argentina/Cordoba,24436,21
Paraná,AR,-31.73271,-60.52897,America/Argentina/Cordoba,247139,08
Pampa del Infierno,AR,-26.50353,-61.17654,America/Argentina/Cordoba,8176,03
